# d_radial[Mpc] v_radial[km/s] ra deg MAG_B MAG_K
51921.878906 3474.389404 225.796478 -58.683105 -18.109674 -21.553377
49693.097656 3149.824463 125.142326 23.082630 -21.442936 -25.386404
49641.035156 3232.316895 124.794502 23.263643 -21.047819 -24.340902
49502.097656 3284.550537 125.129990 22.781301 -19.710758 -22.795515
49662.507812 3385.803223 124.877342 23.376520 -19.197847 -21.964287
49630.765625 3181.803955 125.278503 22.959146 -18.517658 -21.817366
49810.093750 2937.211914 125.178360 23.162317 -18.049435 -21.175797
10533.824219 525.777710 36.639160 51.198669 -21.765770 -25.052343
10410.844727 644.595276 36.394081 51.871567 -20.718542 -24.525898
10565.641602 426.689301 34.694946 51.909721 -20.935312 -24.146975
10693.388672 394.869781 35.100822 51.930836 -19.911463 -22.737368
10497.849609 343.283081 34.483879 49.697826 -18.698103 -21.580788
10582.459961 276.330383 34.263508 50.078247 -18.324266 -21.019285
10616.765625 192.237732 34.667667 51.900425 -18.530252 -21.291954
50505.250000 3482.241699 293.817413 -50.359562 -19.396776 -22.580469
30484.804688 2074.429443 198.207352 0.011652 -21.711901 -24.978792
29824.632812 1981.296875 199.080200 0.154212 -20.969870 -24.593252
30283.929688 2187.546143 198.656403 0.168890 -21.187172 -24.419060
29934.478516 2058.828857 199.046143 0.271056 -18.785107 -22.385218
51355.496094 3286.394043 198.811020 -36.412971 -21.564817 -25.119917
51573.660156 3317.948975 198.656433 -36.434052 -20.909803 -24.266781
51548.171875 3479.929199 198.914612 -36.935593 -20.374416 -23.264870
51100.542969 3358.990967 198.807602 -36.546284 -20.679386 -23.830118
33617.539062 2291.445557 170.505249 -63.018688 -21.967209 -25.881445
33813.250000 2416.277344 170.011322 -62.791912 -19.488880 -22.809509
33771.230469 2314.127441 170.476791 -62.545410 -18.409405 -21.862598
46738.726562 2925.639404 117.247032 21.800064 -21.932941 -25.768705
46753.867188 2881.103271 117.405647 21.375957 -19.307684 -22.198648
46608.578125 3133.554688 117.011749 21.166502 -18.885931 -21.758541
46910.074219 3169.296387 117.631126 21.304922 -18.892437 -21.779581
47183.214844 3118.839355 117.411316 21.691355 -18.334946 -21.049696
46783.558594 2708.781738 117.270187 21.842411 -19.561026 -22.032030
48015.351562 3467.139160 251.894760 -53.625378 -21.916855 -25.741125
48024.425781 3443.687500 251.912231 -53.618259 -18.648438 -22.706606
36568.140625 2381.761230 158.640823 43.532936 -21.271875 -25.096527
36454.281250 2310.028320 158.455353 43.469009 -18.261110 -21.773861
41404.195312 2979.891602 37.898682 25.482040 -21.260260 -25.164278
41246.320312 3165.126221 37.973518 25.271404 -19.061621 -22.455585
41467.699219 2746.797607 37.521797 25.277824 -17.511955 -21.012863
41516.683594 3114.481689 37.514706 25.633057 -17.641335 -21.180168
32922.875000 2402.919434 232.872498 -15.855717 -21.388826 -25.196548
32986.859375 2632.852051 232.692780 -15.854596 -20.690115 -24.591877
32659.925781 2426.417725 232.224121 -16.069830 -18.347721 -21.395237
32600.976562 2383.623047 232.694183 -16.145582 -17.969894 -21.546501
36852.242188 2736.475098 199.020645 26.688990 -22.108553 -25.597303
36550.679688 2637.346680 200.080322 27.082293 -19.467606 -22.554653
36877.792969 2676.400635 199.816101 26.635271 -18.744781 -21.581409
39898.742188 2671.733154 70.929344 -63.776676 -21.313517 -24.654676
39838.000000 2710.295898 72.059311 -63.715382 -20.326160 -24.030012
39583.121094 2739.354004 71.928787 -64.323502 -20.711086 -24.230997
40090.511719 2558.479980 71.149017 -63.841454 -20.475367 -23.950075
39709.210938 2646.693359 70.956551 -63.765884 -19.373228 -22.796291
38505.882812 2751.032227 322.805542 -59.251923 -21.573698 -25.428493
38437.925781 2280.487061 323.376709 -59.124592 -21.026176 -23.844259
38204.175781 2524.592285 323.701721 -59.075130 -19.497322 -22.523548
38401.777344 2647.467529 323.177826 -59.050007 -19.480827 -22.735697
26399.921875 1633.530884 249.254730 -20.332947 -21.419546 -25.048960
26369.544922 1829.377441 249.147446 -20.313023 -21.536905 -24.758507
26392.820312 1921.274536 249.047424 -20.696312 -21.005384 -23.710634
26288.611328 1773.107422 248.978882 -20.231647 -18.188211 -21.885580
52187.910156 3340.604492 321.347473 -31.437098 -21.651712 -25.608351
52417.660156 3277.204834 321.714935 -31.202522 -18.962420 -22.416956
52224.753906 3025.500732 321.404205 -31.291834 -18.923029 -21.981268
37565.914062 2640.165283 328.841675 25.126831 -21.193928 -24.688885
37418.195312 2393.341309 328.699463 25.467417 -20.645294 -23.341433
37610.183594 2778.458252 328.999695 25.087194 -22.064011 -24.569935
38004.281250 2463.430908 329.859406 25.413971 -19.636940 -22.109869
37751.429688 2802.786621 328.895294 25.150892 -19.402771 -22.414310
55925.328125 3284.192871 236.680847 22.905209 -21.948898 -24.884218
55965.082031 3430.523926 236.674545 22.278040 -19.392698 -22.319113
51415.289062 3343.835205 114.352997 31.666880 -21.791550 -25.620634
51194.218750 3399.834961 114.445366 31.596876 -21.307564 -25.107611
44579.402344 3445.165771 19.753872 14.530168 -21.474619 -25.303404
44694.781250 3353.218262 19.169542 14.088842 -20.455645 -23.381945
44760.976562 3138.572998 19.469774 14.367630 -19.222296 -21.789875
44529.394531 3142.200684 19.740288 14.534198 -17.770889 -21.311657
35524.636719 2357.871582 261.905243 -31.506506 -20.306046 -24.047453
35719.300781 2398.445557 262.389130 -31.524197 -20.273001 -23.961823
34720.808594 2280.463135 260.994904 -31.219843 -20.851856 -23.714624
35854.636719 2560.031738 262.087952 -31.462835 -20.016151 -23.319302
35499.132812 2317.600586 262.050781 -31.142157 -19.953533 -23.130972
35269.574219 2316.022949 262.844635 -31.288828 -19.716524 -22.729492
35576.207031 2509.491699 261.112823 -31.327242 -19.462780 -22.327702
35294.722656 2408.357178 261.544495 -31.103895 -18.404856 -21.843975
35054.695312 2295.702148 261.223755 -31.286083 -18.410351 -21.327429
36324.847656 2500.060791 189.072952 -45.489830 -21.989798 -25.885880
36233.730469 2301.878174 188.946396 -45.471539 -19.461576 -22.200880
36330.937500 2663.985107 189.827698 -45.583431 -18.563457 -21.471128
36371.925781 2321.174561 189.105453 -45.493382 -19.111019 -22.573929
43433.714844 3155.645020 53.944443 -4.167050 -21.994452 -25.691040
43609.546875 3463.385254 54.147652 -4.286264 -19.345049 -22.342579
50713.945312 3375.519287 122.613449 40.056484 -21.103176 -24.884333
50388.589844 3309.888916 122.247673 40.905289 -21.546949 -25.117579
50724.480469 3043.843262 122.585472 40.054981 -21.363228 -24.146664
54712.152344 3415.469971 145.591949 32.164814 -18.264284 -22.128065
42150.742188 2910.262939 190.639999 1.908874 -20.996555 -24.666046
41893.398438 2800.533936 189.308228 2.066535 -20.816595 -24.036522
41944.742188 3139.979248 191.035294 1.690861 -19.732210 -22.445604
42177.695312 3016.360840 191.305084 2.111785 -18.987217 -22.243052
42245.125000 3036.210449 190.167130 2.077238 -18.611637 -21.519531
12384.130859 669.034851 336.360535 -39.042515 -20.827560 -24.573751
12489.682617 764.151550 337.351898 -40.457100 -18.952391 -22.267401
12714.348633 697.022095 334.369598 -36.334534 -18.908997 -21.817650
12185.985352 697.372803 333.717102 -38.909790 -18.093601 -21.203432
12395.583984 1175.674805 336.249603 -39.312115 -19.083216 -21.700239
12334.904297 887.967529 336.126099 -38.879505 -18.268246 -21.159185
28303.988281 1556.081421 67.728165 28.840199 -22.137600 -26.003153
28701.638672 1756.434448 67.099274 28.863783 -18.951408 -22.215839
28247.796875 1577.532227 68.140221 28.336111 -18.024843 -21.310333
31570.607422 1862.636230 61.543396 24.885273 -22.161814 -26.061253
31524.353516 1873.902832 61.275372 24.427986 -18.803104 -22.486757
31454.898438 1904.352051 61.748158 24.807655 -18.871178 -22.408739
41670.261719 2671.439209 89.149940 -20.041536 -22.197411 -26.055380
41493.035156 2660.576416 89.260452 -19.598080 -20.332970 -23.205429
2118.680908 -23.201080 17.289341 56.050392 -21.032034 -24.842148
1738.552979 139.072632 17.164177 61.746681 -20.567341 -23.922157
2278.276855 27.838867 16.026209 56.986092 -20.190668 -23.579149
1781.756714 90.167839 16.865099 60.795372 -20.352680 -23.340048
51809.539062 3404.430664 202.193542 60.326210 -21.588926 -25.515978
51556.218750 3406.275879 201.343689 60.395363 -18.882248 -21.972872
49487.972656 3458.533203 49.812656 -68.113808 -22.269365 -25.781713
49375.660156 3095.616455 49.687473 -67.374031 -19.063984 -21.923944
49131.703125 3475.443115 50.217686 -68.099205 -19.359018 -22.512133
49238.003906 3470.600098 48.777634 -68.163162 -18.412619 -21.611103
42578.859375 3123.268311 3.341933 59.046368 -21.177397 -25.009401
43012.777344 3067.202881 4.402954 58.776443 -19.057434 -22.378044
42358.187500 3402.800781 3.027891 59.371319 -18.874620 -21.781601
42533.285156 3357.201660 2.531805 59.199146 -18.363995 -21.502781
42938.320312 3276.276611 3.148400 58.952335 -18.666676 -21.508537
51771.136719 3400.943115 157.925980 26.623850 -21.093548 -25.018503
51691.816406 3213.845703 157.746765 26.691006 -21.252285 -24.641470
51693.093750 3363.260254 158.168472 26.607199 -18.138008 -21.305470
44756.179688 3022.830078 253.297272 -17.294352 -21.266876 -25.112638
44049.335938 2830.654053 252.862198 -16.835234 -20.719429 -23.711897
54258.882812 3439.513672 130.758392 11.693789 -21.432695 -25.290556
54062.734375 3397.734863 131.253387 11.458543 -19.887424 -23.135807
54258.375000 3374.946777 130.777603 11.618076 -19.383883 -23.407368
53961.785156 3471.890137 130.794693 11.648593 -18.220249 -21.890930
45850.464844 3316.762451 54.147621 -7.091628 -21.581835 -25.583231
45577.925781 3272.500488 54.110577 -6.804132 -19.812782 -22.815357
45807.015625 3060.450439 54.260147 -7.177517 -17.355841 -21.108315
45771.402344 3340.692139 54.158043 -7.043400 -17.217953 -21.002710
41416.089844 2590.836914 219.096191 46.760204 -20.619961 -24.106848
41607.968750 2604.801514 219.115646 47.297836 -20.849985 -24.285107
42010.433594 2497.097656 219.184097 47.587170 -20.625124 -23.215080
41468.031250 2604.853271 219.548019 47.002033 -19.805553 -22.863340
46536.542969 3237.271729 262.553436 -23.405630 -21.797598 -25.715405
46763.226562 3311.114990 262.132324 -23.469765 -18.746000 -22.129961
46383.742188 3388.745850 262.548401 -23.482756 -17.790592 -21.139111
53682.273438 3342.322998 226.392776 42.148338 -22.418793 -25.710745
53500.500000 3406.754395 226.147903 42.118511 -20.885906 -23.944216
53783.648438 3324.366699 226.315628 42.090153 -20.399986 -23.639322
53985.101562 3459.505371 226.644836 42.540592 -19.799320 -22.678009
53654.351562 3352.465820 226.545914 42.133381 -19.148453 -22.170502
53403.726562 3288.635742 226.415710 42.244919 -18.596872 -21.587229
34136.710938 2206.807373 302.517273 -45.019749 -21.677736 -25.600943
34257.695312 2174.273926 301.620789 -45.024899 -19.777693 -23.142080
41997.835938 2664.212402 333.231354 -44.374008 -22.247555 -25.951935
42497.894531 2655.272705 332.569885 -44.651737 -18.787575 -22.342812
42186.472656 2683.873535 333.285187 -44.780365 -18.726124 -21.784479
52802.839844 3359.579590 254.004974 24.110519 -20.454790 -23.960302
52890.820312 3390.499023 253.799103 23.857433 -21.506174 -24.713911
52925.792969 3287.063477 254.639786 24.288513 -21.200058 -24.017828
52802.738281 3324.541504 253.937271 24.072262 -19.348442 -21.947512
41032.929688 2826.320312 214.730423 39.174633 -21.056585 -24.974501
41067.292969 3099.281738 214.839813 39.192871 -19.863859 -23.686565
40785.324219 2952.324219 215.640701 39.357666 -18.513523 -21.373352
44045.410156 2985.561768 113.425995 -47.503342 -22.019758 -25.973696
33966.187500 2282.786133 165.526413 -61.044121 -22.998140 -26.248079
33530.960938 2463.584229 164.896118 -60.427685 -20.472263 -23.712276
33956.011719 2312.108398 165.529755 -61.038876 -20.073154 -22.005932
42884.312500 2902.942383 237.563690 -63.428474 -21.327358 -24.845396
42889.242188 3110.275146 238.367966 -63.753426 -22.031061 -25.092550
42770.167969 2817.077148 237.155746 -63.548126 -19.409740 -22.695101
42551.945312 2913.218506 238.158844 -63.534260 -18.663542 -21.801283
38852.335938 2601.770020 345.427521 -32.992920 -20.826128 -24.094921
39021.261719 2392.729980 345.865509 -32.681011 -20.349316 -23.953869
38795.367188 2578.206055 345.335602 -33.003479 -20.186573 -23.410151
38757.953125 2416.843262 345.612091 -31.992338 -18.712223 -21.666800
38545.074219 2600.887451 345.354675 -33.178017 -18.614861 -21.458324
56048.578125 3468.621826 131.122910 10.052883 -19.443089 -22.379978
43310.378906 3326.656982 23.883886 15.687482 -20.785755 -24.669710
43509.851562 3314.192139 23.775843 15.633073 -20.550274 -23.031973
43081.398438 3304.269531 23.968346 16.115011 -18.339975 -21.583815
49408.347656 3233.655273 290.763031 -31.804371 -20.786091 -24.476221
49712.628906 3491.492920 290.557617 -31.640707 -20.212099 -23.105625
49706.328125 3468.646240 290.538483 -31.922834 -19.174953 -22.225985
41669.945312 2712.886475 145.123093 35.149822 -20.694250 -24.499929
41664.851562 2674.441650 145.461517 35.322117 -20.990828 -24.482080
41845.824219 2689.971436 145.094925 35.526016 -19.085255 -21.967533
44912.867188 3306.792236 1.936034 14.870215 -21.074587 -24.907942
45004.589844 3296.862793 2.118402 14.223903 -18.410103 -21.468212
48800.691406 3284.306641 96.704323 59.990410 -21.875387 -25.515005
48989.761719 3326.672119 98.022591 59.625370 -21.237282 -24.416897
49018.070312 3403.092041 97.778053 59.470257 -17.950291 -21.230938
28173.398438 1608.638672 63.443996 31.644777 -21.884228 -25.498749
28627.888672 1462.180786 63.126667 32.088596 -19.603037 -22.424999
39750.128906 2675.297119 355.470123 -28.046127 -20.493279 -24.169765
39680.382812 2423.296631 355.292664 -28.142052 -20.614407 -23.620651
39642.871094 2762.912354 354.883789 -28.370508 -19.901457 -22.863424
39794.019531 2987.557373 355.512604 -28.304691 -19.617031 -22.306700
39842.835938 2664.144043 355.858887 -27.884977 -19.020958 -21.704287
39881.640625 2485.105713 355.682983 -27.928158 -18.594492 -21.960539
39685.859375 2624.024414 355.449799 -28.112736 -18.533022 -22.136044
42881.433594 3315.347412 131.707657 -36.472202 -21.218302 -25.097561
42525.386719 3247.438721 132.251450 -36.525002 -19.772106 -23.249277
43249.882812 3309.875488 132.117416 -37.201996 -20.216648 -23.256620
42951.613281 3461.017334 131.847672 -36.354698 -18.825296 -22.320663
33929.367188 2136.096924 172.192978 42.163788 -21.870955 -25.455151
34287.605469 2200.203125 172.205231 42.825821 -18.250853 -21.137491
33889.042969 1882.051758 172.232056 42.110287 -18.425394 -22.031494
33431.359375 2424.815186 219.337692 32.568329 -21.573690 -25.391520
33086.824219 2232.145996 219.349136 31.862167 -18.806149 -21.821642
33613.828125 2460.991455 218.996246 31.885719 -17.774044 -21.048880
51962.464844 3230.408936 319.743500 -37.764709 -21.016695 -24.856180
52055.820312 3380.419922 320.479370 -37.432705 -18.688496 -21.487549
51934.375000 3205.018555 320.178070 -37.463211 -18.619652 -21.676300
51952.070312 3191.329102 319.799316 -37.450069 -18.702269 -22.132687
51966.906250 3329.959473 319.711853 -37.814281 -18.561621 -22.448143
51975.640625 3162.082764 319.920166 -37.264191 -17.984266 -21.023903
41083.695312 2662.160156 267.449127 10.785503 -20.829792 -24.730230
42051.832031 2779.432373 267.701599 10.080668 -19.536850 -22.782648
40804.371094 2709.073486 267.508118 10.443762 -20.226501 -23.607456
41592.050781 2566.078857 267.632690 10.204753 -18.817175 -21.765522
41005.343750 2747.955566 267.326660 10.350925 -18.394285 -21.790924
42430.894531 3060.901123 183.311096 34.165989 -21.796232 -25.656374
41998.304688 2878.896484 183.396088 34.750389 -18.301746 -21.095316
42499.015625 2751.838135 183.318298 34.067249 -18.321857 -21.775532
31236.642578 1726.951172 279.106628 29.833151 -21.582006 -25.487961
24696.326172 1446.094482 74.792702 -19.790874 -20.556581 -24.359636
25065.423828 1442.497192 74.123741 -20.381187 -21.012468 -24.131823
25433.964844 1355.450195 73.427139 -20.351135 -20.770300 -24.158819
25021.074219 1275.130859 74.460678 -19.836349 -18.438440 -21.423746
25483.740234 1540.199829 73.670998 -20.383675 -18.510593 -21.749233
24652.718750 1685.371094 75.118027 -19.915491 -18.681732 -21.178450
48077.019531 3461.103516 280.816559 -50.356682 -21.430273 -25.368891
33822.960938 2559.825928 241.841354 14.775481 -21.136967 -25.013369
44975.972656 3328.904541 190.638458 -1.783540 -21.873997 -25.313560
44954.609375 3241.427979 190.641281 -2.250622 -18.541288 -21.332760
41939.941406 2819.343750 189.406693 81.667419 -21.678062 -25.565905
43800.914062 3066.091797 176.153656 29.826546 -21.737803 -25.110950
43819.773438 3028.069336 176.095245 30.028242 -21.255398 -24.783815
43740.816406 2968.637207 176.374893 30.127438 -19.358227 -22.384968
46543.617188 3336.972168 333.801178 60.226166 -21.235769 -25.246464
46315.644531 3248.928467 334.065063 60.092697 -18.069687 -21.782688
32351.025391 2375.589600 242.486343 17.547718 -19.932360 -23.656809
32176.597656 2399.655029 243.123520 17.862617 -20.143122 -24.016417
32431.310547 2335.336914 242.517441 17.069139 -18.343397 -21.422117
32398.167969 2287.833008 242.631317 17.520807 -18.790327 -21.433662
46177.476562 3008.297852 201.901474 -66.513039 -21.481068 -25.288977
46168.164062 3000.080322 202.290070 -66.383278 -19.773472 -23.001863
47113.152344 2857.189453 243.850998 20.314047 -21.391636 -25.148251
46936.902344 3050.064209 244.322678 19.868870 -19.947056 -22.883844
46868.070312 2811.180420 243.824814 20.378983 -19.646149 -23.040325
47104.671875 3083.918701 244.101685 20.365171 -18.766077 -21.888670
37033.074219 2699.381836 242.565964 9.732254 -20.975534 -24.758760
36680.414062 2649.359375 242.397171 9.929482 -20.789293 -23.959482
37011.000000 2770.931396 242.515228 9.633196 -19.755203 -22.828846
36932.277344 2632.767822 242.642242 9.622335 -18.044725 -21.411755
51634.687500 3472.360596 124.272827 38.849949 -18.328106 -22.136660
51910.605469 3390.387207 230.793396 26.017630 -21.300510 -25.278561
51804.539062 3395.831055 230.860870 25.896852 -20.140030 -24.238352
39087.503906 2563.538574 247.139511 19.191301 -21.021643 -24.958284
39096.992188 2618.186523 247.479187 18.887152 -21.283314 -24.281487
28169.537109 1946.256714 201.829315 7.352138 -21.282608 -24.545969
27887.015625 1685.179932 201.929062 7.783683 -20.127628 -23.262228
27892.609375 1731.675903 201.952515 7.758855 -19.028440 -22.389498
48018.062500 3008.626709 121.412727 13.892515 -20.649490 -24.388279
47930.898438 2717.282227 121.474800 14.069635 -18.230484 -21.269798
48020.468750 2972.257080 121.267212 13.733549 -19.408571 -22.318125
29207.445312 2094.140381 0.764127 48.975510 -21.395752 -25.242033
29500.150391 2290.739258 0.079129 49.449814 -19.314245 -22.732494
52925.402344 3413.762695 178.358948 -53.006603 -18.130329 -21.149145
50256.718750 3073.419434 105.757957 -21.202408 -21.159958 -24.984455
50206.144531 3217.954834 106.668037 -21.721811 -20.904638 -24.798578
50322.859375 3086.316650 105.916473 -21.245064 -18.286003 -21.228340
50303.484375 3087.175781 105.621010 -21.270123 -18.265152 -21.209707
45367.273438 3328.973145 32.242348 25.425945 -20.360878 -24.120647
45719.484375 3242.115479 33.241768 25.144548 -20.741077 -23.929321
45298.320312 3242.291260 31.912176 25.358360 -19.331791 -22.925262
45686.597656 3117.872070 33.161537 25.306839 -18.557411 -21.374828
43125.746094 2999.794922 247.493774 -60.036110 -22.148893 -25.083656
43191.417969 3090.325195 246.006851 -60.248528 -21.901085 -25.164330
43186.195312 3033.913818 247.154312 -60.398369 -19.879116 -22.815147
43165.507812 3316.020752 246.037277 -60.459774 -19.291435 -22.023539
43429.699219 3140.565674 247.363754 -60.500343 -18.248377 -21.031361
52777.406250 3334.435547 170.712708 -73.290092 -19.738808 -22.385197
39543.492188 2664.595215 185.033768 11.407849 -21.249966 -25.099298
39722.828125 2600.655029 184.643173 10.777833 -20.348776 -23.491732
39776.554688 2840.016357 184.926285 10.415402 -18.203630 -21.301702
50655.230469 3217.244873 249.567169 22.085299 -21.838245 -25.540028
50779.867188 3087.114258 249.402817 22.064365 -20.476370 -23.497997
50985.656250 3412.983643 249.565704 22.133657 -18.680704 -21.487614
50787.941406 3434.570801 249.496338 21.911594 -18.768621 -21.379246
48310.437500 3494.422363 351.605560 22.779984 -21.472679 -24.999422
48386.035156 3392.529785 351.729858 22.224321 -19.539841 -22.221252
48375.921875 3486.760742 351.256073 22.853348 -19.969618 -22.647909
48200.363281 3479.115234 351.212036 23.037666 -18.342020 -21.058012
47239.019531 3276.369141 347.262848 -12.932286 -21.472292 -24.947502
47239.625000 3067.768799 347.255829 -12.980480 -19.197416 -22.864267
31049.390625 2193.501221 330.883026 -70.581322 -21.586740 -25.244242
31273.138672 2119.984863 331.827240 -70.433762 -19.589146 -22.580143
30864.433594 2195.510986 330.173920 -70.852699 -17.781265 -21.004091
26069.826172 1504.761963 334.696350 -11.566932 -21.164557 -25.129314
25940.634766 1260.619507 334.603912 -11.086592 -19.794680 -22.963684
25904.541016 1318.715454 334.634064 -11.653641 -18.427162 -21.455261
25938.187500 1553.546021 334.964386 -11.549330 -17.539064 -21.077213
42337.074219 2936.504395 195.896667 40.401665 -20.881466 -24.660501
42501.699219 2928.866943 195.733109 40.460762 -19.794851 -23.576103
42565.476562 2972.313232 196.031097 40.177464 -18.864424 -22.192642
42611.582031 2931.392578 196.004364 40.214504 -18.377760 -21.607763
7532.583008 358.839996 293.941376 16.725344 -20.991899 -24.965603
6975.695801 323.415100 295.634064 17.677437 -21.636028 -24.255718
7059.876953 486.331177 295.941559 15.581416 -18.813475 -21.531250
7683.119141 417.941711 294.356903 18.416061 -17.659691 -21.056337
48344.226562 3131.116455 263.572968 -23.023056 -21.034260 -24.212027
48779.179688 3207.672607 262.701752 -21.828983 -19.850691 -23.120478
48540.324219 3060.313477 262.891632 -22.775434 -20.478321 -23.320770
48412.808594 3431.145264 263.145966 -22.000700 -19.024481 -21.779337
48246.660156 3091.509766 263.507141 -22.860949 -19.524916 -22.619699
48274.347656 3202.077393 263.565918 -23.556023 -18.952536 -22.047489
40480.457031 2524.637939 123.944977 -41.345749 -20.466961 -24.241880
40039.890625 2312.671387 124.533630 -41.708282 -18.979788 -21.820318
40247.906250 2495.109375 124.517281 -41.183014 -19.554379 -22.642538
40463.097656 2352.992432 123.926865 -41.425472 -19.906187 -22.816206
40490.312500 2840.083984 123.993172 -41.499512 -18.742487 -21.935736
30587.525391 1992.698486 49.089760 35.918621 -21.251556 -24.883610
30472.087891 1877.165649 48.361370 36.036236 -18.814262 -22.332668
30826.419922 1869.801025 48.851494 35.709476 -18.996513 -21.773619
30443.933594 2039.791260 48.341644 35.583370 -18.447119 -21.258354
29253.951172 1872.772583 93.992119 37.570114 -21.941538 -25.324789
29221.580078 1933.412598 94.510521 37.772755 -20.655941 -23.790583
29131.625000 2067.066406 95.012924 38.391140 -19.053749 -21.936966
46335.644531 3174.102783 268.854126 -29.085176 -22.282969 -25.782413
46582.730469 3258.842041 268.612915 -29.304386 -19.046091 -22.040634
46347.738281 3328.044678 269.080261 -29.176306 -18.895819 -22.048960
39333.113281 2774.073242 296.877563 -49.805363 -20.947142 -24.262512
39186.015625 2681.009766 296.173920 -49.435600 -20.348206 -23.206018
39463.015625 2839.735596 296.707245 -49.689167 -20.144257 -23.857857
39860.828125 2710.820068 297.183105 -49.714165 -18.865553 -21.485620
39334.625000 2609.271973 296.647491 -49.792984 -19.196007 -21.538755
39416.441406 2692.956055 296.821686 -49.821754 -18.585808 -21.720213
33021.621094 2285.361328 170.068375 -21.268921 -20.856689 -24.033522
32361.505859 2172.777344 169.199051 -21.058189 -20.460796 -23.546608
32722.076172 2225.669434 169.043060 -21.721386 -19.920082 -23.023643
33157.285156 2270.380371 170.042862 -21.599564 -18.783329 -22.115601
29035.453125 2128.698242 226.300583 -17.098066 -21.089230 -24.475080
29445.187500 2118.484619 226.345291 -15.494440 -21.241106 -24.151289
28948.058594 2430.415283 226.659592 -17.031376 -18.939936 -21.758049
29005.392578 2419.496338 226.356934 -17.101025 -18.342068 -21.961071
36947.320312 2549.047119 345.274231 -62.080631 -22.936726 -25.918247
37716.054688 2465.269287 345.515686 -61.896927 -19.018501 -22.071554
37183.683594 2611.502197 344.775818 -61.984665 -20.223524 -23.367832
39162.644531 2598.435303 175.204239 29.272905 -21.638575 -25.286139
31122.466797 2343.949463 25.801987 42.013897 -21.719131 -25.597933
30980.244141 2472.050293 26.863562 42.771679 -20.083450 -22.838058
34321.777344 2135.081543 279.238495 -28.919655 -21.334169 -24.424644
34268.925781 2284.903809 278.380371 -28.700775 -19.493799 -23.166500
34609.628906 1994.334106 279.762329 -29.130558 -19.440371 -22.212942
34354.066406 2104.332764 279.305939 -29.097048 -19.066496 -22.519533
34452.546875 2193.956299 279.079071 -29.171524 -18.374542 -21.255039
50331.238281 3191.581299 278.556946 -22.641857 -21.783852 -25.612274
50284.703125 3046.532227 278.620941 -22.812592 -19.427736 -22.699108
17488.554688 1050.343262 279.305939 4.126308 -21.457754 -24.964006
17418.103516 1066.977539 279.216705 4.991611 -19.698244 -22.415585
17364.404297 1063.159058 278.852020 4.123371 -17.737484 -21.212894
43791.984375 2912.799316 48.462086 1.269930 -21.376947 -24.942785
33396.125000 2291.511719 337.914276 9.600561 -21.574942 -25.515093
44467.175781 2832.689941 135.023193 -8.613653 -20.841818 -24.770445
35147.285156 2279.295654 227.376358 66.086098 -20.959671 -24.775339
51414.605469 3492.394531 329.806091 -42.066090 -22.400835 -25.350159
51229.980469 3245.726562 329.753418 -42.061565 -22.287151 -25.198711
51419.144531 3299.221191 329.877960 -42.066021 -19.712988 -22.489847
38514.632812 2507.822266 152.089172 -50.763500 -21.632853 -25.510500
38378.769531 2784.603027 151.374252 -51.363861 -21.516588 -24.691273
28141.251953 1733.198242 66.847961 33.383545 -21.454414 -25.170258
53976.867188 3432.459473 118.955566 -11.215191 -18.430607 -21.477074
54220.515625 3418.444824 118.693848 -11.263863 -17.981497 -21.285467
54063.406250 3415.809570 118.790428 -11.202056 -19.250111 -21.864145
29067.613281 2029.117065 226.250931 16.945965 -21.321228 -25.133276
28877.117188 2188.301025 226.598038 16.911335 -19.080952 -22.403374
33665.417969 2322.583252 347.378174 -64.836540 -21.416910 -25.291590
33213.996094 2282.836182 348.423584 -65.255493 -19.228251 -21.928988
33558.585938 2351.155518 348.506500 -64.517342 -18.177660 -21.102261
54895.800781 3454.729492 55.766121 -60.631073 -18.542439 -21.457479
41066.242188 2691.949707 319.841064 -49.425957 -20.701735 -24.091274
41052.523438 2758.706787 319.214874 -49.065079 -21.526316 -24.566643
40986.113281 2807.121094 321.357788 -49.918865 -20.946907 -23.686293
41087.718750 2738.781738 320.359009 -49.406246 -19.525019 -22.369724
43618.472656 3298.144043 315.212830 -53.519905 -21.688133 -25.151375
43697.140625 3462.107910 315.329590 -53.750641 -21.683928 -24.663536
43278.824219 3427.853516 315.244537 -53.841606 -19.442543 -22.345829
33715.882812 2063.330078 55.841816 22.781801 -20.853651 -24.222261
33642.410156 2097.868408 56.339169 22.937700 -19.503273 -22.304218
33735.117188 2077.546387 55.573135 22.975588 -18.695351 -22.095819
43794.566406 2629.155273 216.404526 54.837845 -20.844149 -24.599651
44042.566406 2720.648682 216.759354 54.620663 -20.026632 -23.624008
43897.167969 2597.681152 216.327896 55.165142 -17.775099 -21.178715
27609.386719 1788.311035 92.098328 -19.838707 -20.826876 -24.790691
27383.867188 1858.050049 92.206787 -19.921762 -17.759995 -21.259546
48182.890625 3036.512207 121.948051 17.369778 -21.421061 -24.878674
48363.054688 3234.431885 122.251442 17.538729 -20.950035 -23.829721
47936.496094 3011.511963 122.017525 17.152510 -18.339273 -21.164099
42491.906250 2866.100586 243.732391 -62.379547 -21.137745 -25.048225
42494.265625 2835.482666 244.015106 -62.120480 -19.864384 -22.905174
