# d_radial[Mpc] v_radial[km/s] ra deg MAG_B MAG_K
45580.839844 3074.940674 193.968811 74.831680 -18.746243 -21.389593
52632.664062 3336.009766 158.967712 32.972233 -18.730757 -21.646729
31104.373047 1877.535522 93.793648 44.039982 -18.359514 -21.106922
41529.058594 2914.935059 200.522491 37.942265 -18.283964 -21.590471
35689.656250 2451.339844 178.521561 -37.668812 -19.288597 -22.044777
32045.824219 1824.352173 276.903564 23.026882 -18.803995 -21.969978
35566.917969 2288.694824 88.407150 -22.153151 -19.244156 -21.957510
49180.003906 3419.750488 279.652100 -33.494324 -18.822716 -21.437763
47367.070312 3388.027832 266.799713 -26.409861 -18.967730 -21.966360
43359.937500 2828.087402 340.178711 -52.947521 -18.953571 -21.471087
46417.777344 3085.101807 93.416893 -42.030312 -18.915571 -21.544502
42876.746094 2992.458008 245.127441 -50.310631 -19.232288 -21.828638
44579.984375 3100.281738 165.418533 12.207357 -18.892269 -21.119810
49033.535156 3474.974365 301.506714 51.660252 -18.951729 -21.828835
33746.824219 2154.252441 273.308044 -7.856725 -18.783293 -21.499449
26292.613281 1595.597900 82.102814 -18.231529 -17.884605 -21.183958
7083.854492 247.450241 294.748993 -77.166344 -18.769005 -21.462162
22890.156250 1479.481689 331.659912 -38.216335 -18.826883 -21.201262
55261.234375 3487.372559 126.527031 -20.785309 -18.555532 -21.682327
41604.777344 2653.902588 86.136803 -0.494690 -18.337704 -21.298075
37198.804688 2552.409912 192.742050 81.010223 -18.723532 -21.394356
42715.292969 2766.152588 58.591293 -66.143280 -18.874594 -21.427172
49861.367188 3345.610840 125.954964 21.882046 -18.888723 -21.663815
47629.562500 3220.565918 196.680878 -67.099289 -18.718618 -22.292233
21348.203125 1195.591553 174.174042 -24.260195 -18.627037 -21.563864
42521.316406 2789.772217 145.548325 25.685764 -18.742708 -21.431505
27612.542969 1768.998047 140.878067 -23.652651 -18.262568 -21.356541
33673.683594 2209.618408 2.333220 -61.107780 -18.737610 -21.331873
48339.121094 3407.180908 155.158112 0.624170 -18.768257 -21.641180
45875.039062 3169.838135 232.984863 -60.993210 -18.405359 -21.478151
46966.675781 3357.383057 242.360077 12.049730 -18.835663 -21.511000
41632.406250 2617.156982 154.591324 3.871495 -18.342285 -21.219048
49555.726562 3403.401367 107.665253 -33.704132 -18.942442 -21.561152
50787.468750 3427.381592 130.208374 59.064632 -18.783821 -21.294973
51316.085938 3372.544189 128.640533 -15.049713 -18.449160 -21.290058
7484.923828 409.559204 115.690117 -25.073629 -19.230438 -21.897535
51167.714844 3396.194824 121.268639 -20.784996 -18.362429 -21.470387
31418.820312 2067.061768 175.988129 -23.633102 -19.029129 -21.373211
39816.269531 2431.724121 246.169998 22.330742 -18.734730 -21.537241
36384.128906 2252.031982 97.494705 0.829636 -18.989439 -21.296549
42972.035156 3146.514648 124.082649 -29.106310 -18.987453 -21.796549
46131.390625 2957.843750 130.666946 14.672714 -19.070688 -21.674807
48726.050781 3481.125244 336.697296 60.238564 -19.246254 -21.988560
37339.750000 2519.097168 95.888130 -57.888016 -19.031240 -21.968277
41867.308594 2731.859619 260.157501 9.874268 -18.792656 -21.420797
39604.582031 2680.903564 323.341827 -55.891235 -18.801205 -21.545189
46520.417969 3383.480225 348.134552 36.915329 -18.806730 -21.333912
32018.421875 1919.055176 60.796288 27.626030 -19.452211 -21.953251
33105.996094 2098.461182 174.738800 -63.574860 -18.710035 -21.456207
29777.527344 1872.308472 298.000488 40.547543 -18.927805 -21.446821
29967.794922 1990.824463 86.558945 12.544564 -18.718637 -21.233536
17063.492188 1105.606934 16.658590 49.610401 -18.903837 -21.521561
26644.308594 1656.633057 69.556610 -64.045898 -18.673954 -21.450109
45506.929688 3053.795410 75.869057 -31.564632 -18.456398 -21.396641
44764.808594 3341.215088 346.936127 -64.350685 -18.899469 -21.450298
44406.179688 3231.617188 350.686066 42.680504 -19.215399 -21.872238
45249.394531 3324.956299 3.641155 60.036819 -19.042688 -21.435335
26320.472656 1602.926758 158.450409 -18.454884 -19.420074 -21.956123
47164.757812 3039.118896 118.374519 -28.018629 -18.515478 -21.544916
35456.175781 2416.461914 172.429489 -65.045517 -18.622868 -21.123508
32905.335938 2227.925293 295.781830 66.695892 -19.216290 -21.834824
45568.328125 2927.173340 249.116516 48.452984 -18.886320 -21.492172
44514.578125 2869.892090 138.673645 25.666996 -18.385099 -21.196960
41499.550781 2799.726318 214.498230 -54.449261 -18.757509 -21.510088
39735.855469 2582.280029 150.709351 46.328548 -18.711205 -21.234896
42115.132812 2890.007080 157.828339 -58.201973 -19.212143 -21.816130
26852.710938 1642.678833 293.154602 4.334356 -18.429728 -21.570324
42293.644531 2414.040771 132.121231 -41.781937 -18.504150 -21.677099
46605.902344 3199.512695 269.401550 -42.448689 -19.204380 -21.960970
20964.902344 1407.399902 129.375717 14.406022 -18.350012 -21.401836
44416.945312 3289.400879 358.079163 38.062840 -18.661825 -21.266579
43987.390625 3355.781738 30.778852 21.145876 -18.528925 -21.122505
36743.648438 2496.348389 103.566780 -55.766830 -19.153072 -21.672876
39191.785156 2213.671143 123.661934 -37.476978 -18.472736 -21.546904
44698.332031 2966.429932 183.917664 41.171848 -19.107595 -21.945215
46749.316406 3207.357178 266.318695 62.582829 -18.443012 -21.469160
20038.687500 1330.135864 131.612869 40.914684 -18.562098 -21.257502
51612.250000 3139.793457 278.456238 -19.729513 -18.847879 -21.492579
36940.500000 2144.970459 121.219185 -22.360945 -18.882574 -21.763891
40460.214844 2192.149658 128.953705 -41.338440 -19.046291 -21.439430
42818.871094 2818.888184 184.026093 37.587341 -18.767279 -21.443279
24331.703125 1460.081055 1.694197 -59.481976 -18.310411 -21.376328
45791.246094 3164.265137 293.020660 35.134296 -18.840425 -21.585306
37645.390625 2616.799316 33.765423 36.105556 -18.880432 -21.292126
30216.783203 1811.504639 337.761139 -29.623779 -18.517696 -21.224937
28453.230469 1891.216064 195.828400 -58.599777 -18.665731 -21.376234
46279.781250 2986.599121 263.703644 -5.559521 -19.227221 -21.660425
26857.515625 1750.711060 269.139069 -36.425938 -18.642342 -21.171179
14801.401367 934.718140 100.146049 47.596668 -19.041521 -21.815027
43981.378906 3257.866211 357.828674 36.499813 -18.734737 -21.450298
19353.185547 1086.925537 170.419189 -28.460651 -18.823956 -21.783022
30769.865234 2233.900635 206.788345 12.408520 -19.207722 -21.552418
43405.750000 3261.275146 1.826170 43.096748 -18.283688 -21.324472
44226.941406 3040.640381 108.447144 -51.253757 -18.986607 -21.134592
33577.164062 2253.450928 300.534485 70.051643 -18.725981 -21.415152
43431.808594 2764.561768 89.752228 -20.206287 -19.181232 -22.001829
41728.765625 2523.995850 223.726852 42.038673 -18.663185 -21.439911
48574.902344 3403.628662 316.014099 47.614960 -18.953634 -21.412886
49506.003906 3170.345215 325.531250 -41.015892 -18.509909 -21.246286
50608.996094 3256.508057 304.963470 -31.080576 -18.691725 -21.409069
47638.472656 3173.457520 180.924500 50.371185 -18.573366 -21.508787
31530.181641 1812.629150 234.518112 30.660130 -18.144728 -21.141695
48139.843750 3234.848877 242.473343 14.215092 -18.751068 -21.708807
28391.271484 1877.599731 309.710297 0.082755 -18.838654 -21.888742
41165.378906 2981.823730 0.550008 23.888004 -18.680782 -21.240936
41787.230469 3047.815918 348.970490 18.223579 -19.154194 -21.621571
20578.597656 1341.577515 180.123535 -69.411255 -18.484230 -21.366949
46381.878906 3175.262939 94.102272 52.171814 -18.798414 -21.797949
50012.210938 3296.333252 127.551888 6.370982 -18.884953 -21.661894
31591.650391 2122.068359 183.159332 -58.892639 -19.152569 -21.748903
34415.121094 2255.178955 149.645157 -9.059323 -18.192711 -21.156816
26057.742188 1648.425415 335.116577 2.728599 -18.751339 -21.322899
46783.019531 3216.651367 183.951065 -45.299706 -18.970846 -21.442709
42790.675781 2864.417236 319.119476 -10.068805 -18.932779 -21.467623
33237.355469 2067.270508 164.902267 42.202522 -18.319799 -21.033098
49151.921875 3378.236572 155.997528 13.859813 -18.624165 -21.695217
43725.343750 3019.438965 45.319977 12.895649 -18.949594 -21.372984
46474.121094 3363.828125 251.592880 -55.459171 -19.041536 -21.431826
33231.484375 2130.614258 10.899989 -60.499744 -18.550816 -21.547668
48872.718750 3470.874512 163.326385 -28.704763 -19.382111 -21.734810
44737.558594 3341.795410 3.033768 32.425549 -19.230249 -21.459068
37173.203125 2339.458496 294.730682 11.611048 -18.622892 -21.037670
45516.769531 2873.275879 152.050735 0.853746 -18.460096 -21.133411
50959.832031 3277.960938 269.316193 -8.531759 -18.977669 -21.227734
35218.332031 2319.565674 288.235565 40.269985 -18.422932 -21.206135
47961.359375 3203.282227 173.343582 46.593655 -19.252491 -21.913109
28581.052734 2000.612305 271.007538 -70.371101 -18.589518 -21.433041
45775.472656 2966.246338 159.711349 54.723564 -18.927782 -21.489174
40449.535156 2734.589355 198.264267 -81.540245 -18.746441 -21.720259
37077.835938 2546.847168 50.393093 64.510452 -19.132629 -21.789373
40307.421875 2531.092773 134.487122 -38.183426 -18.830439 -22.531469
55449.058594 3398.070801 127.778008 -19.855112 -18.377243 -21.043613
21890.662109 1548.118530 136.938690 -78.329239 -18.914967 -21.969446
31348.757812 2042.375854 166.733719 -23.639345 -18.434509 -21.116919
43282.214844 3146.877686 334.774658 47.382389 -18.808048 -21.389292
35852.882812 2309.922363 95.032951 -20.629950 -18.799204 -21.252567
29556.681641 1992.890869 300.288391 -46.078976 -18.601995 -21.305408
42653.273438 3123.766357 340.845520 35.314911 -18.792662 -21.364876
45412.074219 3257.707275 302.910004 -49.169716 -18.551888 -21.192379
48371.242188 3251.069092 292.955658 -4.260542 -18.421263 -21.411936
38525.375000 2729.640869 143.544922 -50.333675 -19.375977 -22.629768
47783.664062 2983.069336 216.797119 45.927135 -19.244474 -21.689053
35852.496094 2489.417725 190.113831 -7.339776 -18.638653 -21.459850
32255.080078 2307.102539 14.406231 61.318039 -19.010054 -21.705639
47120.960938 3228.386230 311.006561 -43.368671 -19.334944 -21.906445
41489.167969 3095.392090 53.352814 -2.492712 -18.863451 -21.148832
38730.035156 2455.554932 174.073044 46.095375 -18.723066 -21.276003
43322.195312 3185.788818 356.273743 35.938747 -18.900652 -21.751995
33754.828125 2079.272461 108.090607 51.206463 -18.903019 -21.190109
17400.875000 848.349365 111.310715 -84.971451 -19.206808 -21.718056
45344.132812 3059.093018 98.739624 -46.013035 -18.442560 -21.508272
45472.847656 2988.997803 136.089050 57.034180 -18.330921 -21.165571
40153.152344 2696.241211 249.384842 -12.579466 -18.922682 -21.370447
39531.332031 2512.088867 138.649506 -10.161551 -18.907459 -21.433928
39628.066406 2742.670898 48.323387 87.568031 -18.531420 -21.660648
52549.250000 3408.193604 114.885498 -23.665777 -18.688946 -21.562469
49766.480469 3355.582275 132.641006 -1.471947 -18.337938 -21.097355
45615.207031 3258.585938 186.110840 -17.860172 -18.697878 -21.083055
49238.714844 3213.101562 321.565735 -29.374504 -19.002457 -21.390045
41483.273438 2859.294434 347.938171 -9.449969 -18.688980 -21.417015
47291.964844 3382.326904 273.155853 -39.579285 -19.070879 -21.718290
18392.050781 975.354919 173.647690 -29.210594 -18.876575 -21.324245
23586.662109 1461.745605 311.503479 6.929390 -18.181784 -21.216078
40451.468750 2975.990234 169.553391 -16.493042 -18.913340 -21.476000
40564.007812 2981.918701 357.771454 27.338221 -19.109091 -21.618551
47495.816406 3163.533936 196.246445 -31.207180 -18.422678 -21.245464
20770.839844 1232.358887 207.944595 -2.748352 -18.605957 -21.191692
38933.265625 2817.399902 158.140076 -46.538044 -18.509598 -21.387192
51370.789062 3315.348389 217.060837 42.787327 -18.808504 -21.537388
46237.175781 3326.820557 114.327698 -44.682911 -18.003340 -21.053312
40882.972656 2656.645020 164.119370 46.241093 -18.760201 -21.558479
44424.859375 2690.366455 246.930283 23.926437 -18.589083 -21.348860
35710.453125 2473.102783 192.110306 14.809823 -18.920727 -21.131197
46911.550781 3026.781494 322.436035 -27.032227 -18.936739 -21.565315
49754.523438 3192.859619 325.390961 -41.433899 -18.995750 -21.778502
39055.023438 2757.782715 359.287537 51.936306 -18.570606 -21.196680
42495.785156 2675.351562 220.488708 46.053101 -18.871183 -21.733362
33159.039062 2117.729492 148.573517 15.362406 -19.047354 -21.458872
45329.488281 2939.207520 131.987061 14.291972 -18.596024 -21.148800
54622.515625 3387.930908 228.320084 45.063435 -19.322166 -21.737963
21655.062500 1428.803101 113.956917 35.483654 -19.365261 -21.938042
36084.925781 2318.606934 131.574539 -30.844620 -18.733160 -21.506205
22782.205078 1368.843628 229.281052 -11.673257 -18.641529 -21.130407
38714.445312 2517.930908 300.133148 -44.437092 -18.945030 -21.688995
45514.468750 2961.450928 345.096100 -43.642372 -18.536823 -21.402096
35777.691406 2431.094238 191.314438 -56.129025 -18.731096 -21.299231
46173.988281 3044.706055 287.020721 -5.464165 -18.787462 -21.248999
40600.648438 2984.610352 9.795146 36.955967 -18.653614 -21.473722
38249.101562 2783.736084 346.595642 -63.140430 -18.484320 -21.489073
47482.792969 3190.051025 183.700943 -47.506088 -18.578724 -21.183241
36072.226562 2496.367676 162.240784 42.363308 -18.874447 -21.364574
38311.078125 2714.575439 317.220520 61.100117 -18.976734 -21.578743
23933.783203 1490.998169 24.224989 -83.098190 -18.523092 -21.539560
46288.078125 3375.411133 341.001068 -58.179310 -18.318138 -21.244675
21900.033203 1361.122437 343.133392 -48.662766 -18.737225 -21.339132
25309.814453 1502.644287 84.782150 -18.077290 -18.932110 -21.790619
35650.550781 2433.992920 57.790630 -14.707432 -18.626324 -21.153778
39554.605469 3021.907715 30.549389 15.117182 -18.694305 -21.521906
40425.402344 2633.217285 351.062347 -47.626011 -18.646530 -21.399736
43415.101562 2848.614258 252.203323 -17.330805 -18.538073 -21.296556
47224.054688 3451.345947 357.862183 14.787830 -19.357937 -21.760574
30983.054688 2077.661377 50.651234 33.648323 -18.865025 -21.756638
50881.691406 3290.449707 122.441856 27.040758 -18.628344 -21.344549
40923.949219 3005.210938 178.665710 23.247839 -18.660654 -21.325928
29599.568359 2026.810303 187.778412 -17.412439 -18.928022 -21.777405
45430.363281 3336.679199 339.792023 -57.651554 -18.442286 -21.373564
28218.125000 1835.664673 66.510262 31.083862 -18.234327 -21.223783
39691.972656 2711.169922 52.284916 -30.030708 -18.783546 -21.577595
20249.787109 1054.965820 70.742569 -18.674522 -18.572376 -21.152952
31685.162109 2127.885010 75.960434 -66.734764 -18.555071 -21.325497
37621.113281 2802.450195 165.700638 -25.355007 -18.306002 -21.019964
35071.160156 2608.187256 200.260513 20.923498 -18.981865 -21.582821
53440.855469 3436.699951 130.137375 13.267635 -19.188957 -21.806084
35554.636719 2216.608887 214.853851 38.708630 -18.485207 -21.142914
41590.769531 2847.387939 109.089050 -52.261894 -18.513536 -21.259628
38831.433594 2824.780518 355.975800 4.800345 -18.936485 -21.291739
44144.921875 3188.650635 56.546253 -19.461086 -18.695318 -21.500265
34820.632812 2313.460205 156.372925 -10.127326 -18.620043 -21.196346
30434.781250 2060.455322 103.078217 20.701694 -18.903801 -21.402931
18323.828125 1026.981689 292.372070 3.297478 -18.217033 -21.197542
18914.734375 1255.003540 355.135132 31.924459 -18.550306 -21.311394
29697.986328 1822.371582 232.370209 31.844109 -18.634615 -21.142216
44795.507812 3061.111328 162.038330 6.887358 -18.676102 -21.474497
45262.914062 3221.263672 340.944763 37.105106 -18.443766 -21.281185
44879.875000 2969.693848 219.470703 -65.306915 -18.528687 -21.496084
51431.167969 3432.161621 180.160706 -61.087605 -19.059971 -21.593109
52218.300781 3488.185547 318.754272 -29.239799 -18.808310 -21.251324
47503.652344 3069.722900 200.305298 -40.748653 -18.601925 -21.588024
43445.875000 2656.979248 272.598663 -22.667347 -19.025459 -21.884541
44495.375000 3260.865234 146.646454 -18.373646 -18.807686 -21.582006
52291.437500 3447.056396 26.205719 23.871012 -19.011473 -21.646116
45090.988281 3053.624756 133.840088 -11.668756 -18.245272 -21.119583
35633.515625 2640.514160 233.612244 -7.406923 -19.115454 -21.442062
44997.343750 3396.084961 23.190540 1.717246 -18.895372 -21.565474
35988.437500 2683.060303 169.378143 -15.586067 -18.756124 -21.252844
47243.886719 3260.917236 266.818787 -48.555954 -18.847666 -21.470295
50224.136719 3410.264893 64.922760 9.703000 -18.381386 -21.042780
25728.576172 1508.938843 78.677353 -5.169182 -18.631498 -21.287687
30276.494141 1977.321533 324.722382 -21.485138 -18.284554 -21.110981
34809.230469 2378.013672 317.743439 52.177925 -18.025152 -21.170366
42695.683594 2836.410889 179.886353 -64.846527 -18.740242 -21.094847
40428.011719 2677.282227 299.939484 -11.905149 -18.983540 -21.400370
20175.882812 1320.032227 257.350372 68.609421 -19.227228 -21.718067
17501.710938 1140.458252 217.884171 -52.937851 -18.515162 -21.546801
50691.085938 3102.812744 227.247391 43.460030 -18.677347 -21.059713
43481.433594 3172.822021 1.261760 63.621822 -18.569588 -21.043020
43055.960938 2881.956787 191.524780 -31.233585 -18.599758 -21.487177
43335.878906 3136.537842 248.217743 -16.832815 -18.177118 -21.205759
43897.070312 3439.395020 219.442368 40.137714 -18.175928 -21.060551
44090.074219 3112.685791 324.164062 54.150726 -18.913012 -21.761091
47373.664062 3261.092773 336.258453 -50.614342 -18.885920 -21.294857
49943.355469 3358.938721 122.341003 58.295578 -18.694899 -21.052439
45037.390625 2960.150635 87.333672 -42.125851 -18.943798 -21.533081
18011.056641 1162.443970 109.813438 21.499146 -19.011530 -21.500044
39987.214844 2437.896484 128.944199 -21.055368 -18.891970 -21.592134
33627.812500 1936.628784 136.178726 -43.652073 -18.453697 -21.476748
23218.050781 1422.602905 289.375946 -28.125999 -18.361113 -21.353670
46918.125000 2659.359375 283.139191 -33.766495 -18.424980 -21.544355
23962.119141 1642.957642 272.127441 -59.713150 -18.826981 -21.231640
31123.402344 1932.761108 107.602295 -19.714281 -18.627991 -21.103338
44767.175781 3072.084473 123.713364 -68.155266 -18.896873 -21.475590
47285.257812 3403.286133 130.811569 -17.250359 -18.591053 -21.618105
52255.203125 3409.690918 323.479736 -12.268324 -18.249035 -21.184462
52317.925781 3343.368652 230.083481 28.321043 -18.623526 -21.280727
48645.320312 3325.031738 50.013668 -2.909374 -19.031176 -21.495813
48770.585938 3369.000977 154.230865 10.588057 -18.400776 -21.235073
48192.199219 3004.916504 217.348663 45.834522 -18.139521 -21.091402
52465.347656 3356.701660 133.677048 19.866131 -18.811724 -21.229708
35995.746094 2370.553467 253.437653 -10.551890 -18.616253 -21.558222
22055.863281 1363.681152 88.715233 -3.870907 -18.549313 -21.225786
41972.835938 2874.740723 130.013763 53.455215 -19.117182 -21.587801
42453.726562 3100.767578 192.562317 -2.045088 -18.743122 -21.293335
41779.398438 3017.478027 57.426220 -8.630654 -18.631054 -21.527250
51779.847656 3356.949951 351.787933 -43.360191 -18.244024 -21.009304
36565.222656 2495.915527 31.547668 46.706882 -18.337849 -21.066450
51600.945312 3355.329346 107.472260 -20.913021 -18.706272 -21.597452
41838.402344 2887.948730 164.725845 -1.843161 -19.188921 -21.836966
41485.500000 2935.191162 53.362461 -0.116687 -19.137512 -22.307293
21441.876953 1223.636719 331.670868 -82.423157 -19.204952 -21.903948
26411.687500 1753.364502 158.785004 41.397964 -18.344248 -21.268993
46051.066406 2949.574463 82.910446 -1.222187 -18.684727 -21.466585
44567.550781 3086.297119 280.908630 37.767529 -18.525822 -21.500883
33094.816406 2177.774170 179.862946 35.634727 -18.610722 -21.213923
39008.046875 2730.303711 35.633942 61.580982 -18.697887 -21.480673
18150.626953 1166.741333 217.950882 -46.390579 -18.836489 -21.750086
24544.453125 1534.796021 237.147263 -15.671554 -19.122002 -21.442181
36941.210938 2519.645020 43.632866 23.968916 -18.319342 -21.298153
43299.472656 2826.078369 321.042358 -2.919250 -18.849257 -21.462606
30866.513672 2131.953369 333.321625 19.310446 -18.249100 -21.069523
40897.234375 2858.533203 307.574860 65.440315 -18.222466 -21.276958
44198.468750 2903.449219 91.120628 -44.200291 -18.717777 -21.505199
31852.906250 2043.067505 296.586212 46.886551 -18.603998 -21.545094
39185.718750 2934.589111 228.249588 13.614998 -18.608786 -21.088047
31225.693359 2081.269531 179.247986 -68.976707 -19.196459 -21.715342
30423.572266 1776.030762 278.333191 26.983637 -18.695459 -21.552862
52183.582031 3355.796631 321.502228 -38.582485 -18.793842 -21.321125
33244.753906 2169.488525 246.572159 24.125170 -18.427742 -21.162107
16147.967773 994.617676 84.769638 -12.094810 -18.621319 -21.122900
37809.636719 2429.456787 315.942230 -6.091743 -19.118109 -21.586359
45497.812500 3125.700439 55.654495 -3.105584 -18.674305 -21.661621
50062.429688 3319.654541 188.901855 -70.647491 -18.535864 -21.083397
37571.718750 2620.448486 242.594040 -4.266519 -18.504848 -21.143074
46910.093750 3454.604492 0.642244 60.730549 -18.511826 -21.496834
37432.804688 2363.907227 86.535339 2.526145 -18.845953 -21.402061
41270.500000 2835.473633 206.077225 41.562622 -18.739964 -22.003290
46947.882812 3417.005127 272.141724 -40.390766 -19.081545 -21.841824
41273.851562 2633.120361 139.603912 5.773422 -18.596355 -21.579750
37237.578125 2137.692139 111.677315 -18.592436 -18.352961 -21.347483
27076.888672 1799.754150 325.344238 -16.117859 -18.201109 -21.017134
49020.292969 3352.817139 179.980194 -36.925987 -18.902050 -21.380022
45322.750000 3253.559570 193.270538 6.430192 -18.245752 -21.002899
47658.214844 3296.779297 140.271103 -86.539825 -18.575079 -21.127485
38712.906250 2653.071533 339.074646 7.562515 -18.702959 -21.042284
44097.421875 3335.706787 266.543549 -35.797176 -19.020430 -21.768871
46425.679688 3220.278809 167.214386 27.248253 -19.019156 -21.591854
44338.167969 2998.241943 215.770340 42.061588 -19.031040 -21.741123
30280.251953 1998.708008 319.590607 -45.640011 -18.371908 -21.026255
21259.046875 1352.602783 147.125793 11.567286 -18.957603 -21.614618
44654.292969 2866.056885 266.588135 2.355964 -18.550173 -21.610403
39102.496094 2565.102539 180.461823 12.990575 -18.900600 -21.373283
48411.398438 3218.466309 250.086044 7.491693 -18.685555 -21.457047
44078.070312 2894.322754 209.404053 44.486477 -18.770491 -21.546856
38677.039062 2442.409912 106.631111 11.092521 -18.630692 -21.609764
41241.367188 2912.353760 192.805008 -0.133073 -18.584585 -21.471109
27438.503906 1594.113647 282.759796 19.147970 -18.594921 -21.310156
38787.132812 2488.071777 220.160660 68.156349 -18.669571 -21.193874
40913.625000 2942.508545 201.727310 -4.056518 -18.784069 -21.632969
50913.253906 3459.733643 358.217194 -32.755108 -18.768255 -21.500547
8038.660156 495.071930 68.400505 65.129547 -18.805323 -21.552876
32131.214844 2085.869385 52.292068 28.950623 -18.952225 -21.854216
22556.830078 1297.619141 232.096512 -28.669821 -18.820822 -21.167715
36794.121094 2297.281006 280.355164 -31.116352 -18.815899 -21.868118
41231.871094 2784.558350 112.122131 -51.898991 -18.512348 -21.024328
31659.025391 2022.745972 201.151993 -45.479515 -18.740160 -21.067694
45045.089844 3382.633545 1.750330 35.995556 -18.622301 -21.463722
26529.175781 1729.098633 314.105804 -60.958130 -19.189495 -21.754391
30368.000000 2116.135010 308.955688 56.278797 -18.752714 -21.580761
39098.703125 2767.210449 227.775482 -31.528868 -18.611820 -21.290253
28675.708984 1723.269531 138.435654 -9.451369 -18.639902 -21.449518
38974.183594 2491.608887 335.147980 -37.613461 -18.567019 -21.103600
51700.699219 3265.231934 252.232635 29.524986 -18.623447 -21.129866
41499.121094 2922.849365 53.653927 66.969269 -18.573181 -21.451488
32207.683594 1965.517822 50.857632 36.579060 -18.822523 -21.333883
30051.091797 2032.343506 98.295731 11.216393 -18.516939 -21.194515
52038.851562 3188.510498 320.532959 -36.421989 -18.611263 -21.733505
46030.765625 3174.929932 156.110245 6.044594 -18.584862 -21.537548
41365.628906 2548.557617 276.635223 -28.753954 -18.720924 -21.398756
51285.785156 3427.900146 292.882019 8.999225 -18.530392 -21.172916
29949.527344 2073.576172 262.676239 11.005886 -18.761337 -21.660471
50279.125000 3360.611816 162.436584 54.541706 -18.597595 -21.214912
50240.378906 3337.063965 297.876587 5.820400 -18.949360 -21.601572
45598.968750 2923.617676 126.265656 -22.106159 -18.972717 -21.496826
46477.824219 3255.886230 30.858114 -70.637939 -18.470049 -21.186028
45901.109375 3245.324463 173.200073 12.431579 -18.775661 -21.351633
42713.218750 2569.319580 275.657928 -20.864691 -18.783829 -21.591713
36944.714844 2424.024170 174.058533 10.177753 -18.607845 -21.461418
37894.808594 2623.816406 39.429211 -25.780540 -18.164503 -21.223881
45271.750000 2741.088623 200.139099 -67.235565 -18.801060 -21.592794
37585.878906 2628.625244 156.309875 -52.055565 -18.956289 -21.292397
30914.601562 1957.213989 15.800064 -53.569138 -19.283804 -21.597099
46444.011719 3348.578857 186.346710 8.969534 -19.252249 -21.546282
40993.125000 3009.522217 340.078278 -71.773216 -18.445419 -21.367521
46727.523438 3054.511963 320.245544 -5.034648 -18.899733 -21.623804
39897.136719 2752.607178 146.309341 -46.296337 -18.865189 -22.049431
23347.357422 1509.366089 121.510834 3.158279 -18.787506 -21.378843
46267.718750 2644.287354 116.923485 -21.857628 -18.678417 -21.410414
20476.599609 1328.506226 195.277588 -15.804948 -18.508728 -21.524872
46642.640625 2778.750244 115.880341 23.014759 -18.543196 -21.315861
42737.367188 2974.625000 49.830391 -0.286765 -18.782068 -21.122515
48833.597656 3496.611328 30.502680 25.038660 -18.610386 -21.313942
55548.710938 3487.930664 248.259247 6.995316 -18.432627 -21.201929
18861.101562 1111.763062 209.998154 -15.504918 -18.356047 -21.277081
33561.429688 2487.148438 227.328415 1.171692 -18.662764 -21.396975
42009.800781 2527.369385 245.653320 21.970921 -18.633333 -21.373068
47699.308594 3305.386230 51.146843 -5.391512 -18.581810 -21.145267
53514.347656 3385.805420 225.979446 40.534058 -18.958044 -21.621542
52521.500000 3497.915039 316.629730 -30.778175 -18.153769 -21.304649
36743.855469 2659.315430 229.224899 -26.545753 -18.590464 -21.036705
51839.246094 3450.963867 26.974569 25.199524 -18.778580 -21.622393
46232.054688 3085.043457 80.122681 22.971455 -18.836878 -21.407381
47212.980469 3344.479492 207.646103 -2.188331 -18.657272 -21.637035
45244.394531 2959.435791 185.459412 -45.474747 -18.576727 -21.457499
39997.718750 2675.368652 356.976288 -20.830778 -18.820173 -21.402079
12070.994141 677.533081 311.100189 -20.238356 -19.217827 -21.759787
49291.843750 3464.265625 52.274605 23.647869 -18.690559 -21.301096
50622.371094 3373.496582 173.007706 33.326332 -18.202267 -21.239857
49990.285156 3236.657227 114.909676 37.614868 -18.608206 -21.358610
22050.708984 1494.714111 127.882721 42.437386 -18.334671 -21.189852
38588.300781 2388.326416 118.207947 11.565614 -18.345959 -21.270683
33220.832031 2265.552002 235.393005 27.241068 -18.712051 -21.587114
45117.816406 2943.525391 289.663452 3.256825 -18.856104 -21.471531
37555.105469 2759.422119 16.718267 29.055056 -18.534063 -21.371321
33325.636719 2568.900391 254.280396 21.089506 -18.874586 -21.494446
44180.660156 2928.912354 114.810173 22.495424 -18.662790 -21.532505
11834.416016 650.408447 338.874695 22.405102 -18.281111 -21.230135
47574.136719 3012.819092 263.800018 -24.354698 -18.865393 -21.537188
31263.693359 1804.659058 253.316238 38.963352 -18.751549 -21.411243
50781.734375 3419.551758 333.449585 -45.387211 -18.704813 -21.724365
40681.300781 2583.712402 289.110260 -37.033413 -18.852173 -21.444351
35878.621094 2219.075195 282.861298 36.031788 -18.810291 -21.557472
40413.812500 2679.578613 85.377022 -21.271837 -18.314484 -21.130455
25691.064453 1722.136230 240.359177 -0.514375 -18.452705 -21.049334
45017.968750 3182.235596 168.408859 20.468977 -19.158262 -21.105877
45489.160156 3097.760010 180.727936 39.866291 -18.671343 -21.386942
