 log10_L ,        log10_M
10.89872 , 10564225.54943
10.89972 , 10564710.19286
10.90072 , 10565194.81406
10.90172 , 10565679.41304
10.90272 , 10566163.98979
10.90372 , 10566648.54432
10.90472 , 10567133.07663
10.90572 , 10567617.58672
10.90672 , 10568102.07460
10.90772 , 10568586.54027
10.90872 , 10569070.98373
10.90972 , 10569555.40499
10.91072 , 10570039.80405
10.91172 , 10570524.18091
10.91272 , 10571008.53557
10.91372 , 10571492.86805
10.91472 , 10571977.17833
10.91572 , 10572461.46643
10.91672 , 10572945.73235
10.91772 , 10573429.97608
10.91872 , 10573914.19764
10.91972 , 10574398.39703
10.92072 , 10574882.57425
10.92172 , 10575366.72930
10.92272 , 10575850.86218
10.92372 , 10576334.97291
10.92472 , 10576819.06147
10.92572 , 10577303.12788
10.92672 , 10577787.17214
10.92772 , 10578271.19425
10.92872 , 10578755.19422
10.92972 , 10579239.17204
10.93072 , 10579723.12772
10.93172 , 10580207.06126
10.93272 , 10580690.97267
10.93372 , 10581174.86195
10.93472 , 10581658.72910
10.93572 , 10582142.57413
10.93672 , 10582626.39703
10.93772 , 10583110.19782
10.93872 , 10583593.97649
10.93972 , 10584077.73305
10.94072 , 10584561.46749
10.94172 , 10585045.17983
10.94272 , 10585528.87007
10.94372 , 10586012.53821
10.94472 , 10586496.18425
10.94572 , 10586979.80820
10.94672 , 10587463.41005
10.94772 , 10587946.98982
10.94872 , 10588430.54750
10.94972 , 10588914.08309
10.95072 , 10589397.59661
10.95172 , 10589881.08805
10.95272 , 10590364.55742
10.95372 , 10590848.00472
10.95472 , 10591331.42995
10.95572 , 10591814.83312
10.95672 , 10592298.21423
10.95772 , 10592781.57328
10.95872 , 10593264.91027
10.95972 , 10593748.22521
10.96072 , 10594231.51810
10.96172 , 10594714.78895
10.96272 , 10595198.03775
10.96372 , 10595681.26451
10.96472 , 10596164.46924
10.96572 , 10596647.65193
10.96672 , 10597130.81259
10.96772 , 10597613.95122
10.96872 , 10598097.06783
10.96972 , 10598580.16242
10.97072 , 10599063.23498
10.97172 , 10599546.28553
10.97272 , 10600029.31407
10.97372 , 10600512.32060
10.97472 , 10600995.30512
10.97572 , 10601478.26764
10.97672 , 10601961.20815
10.97772 , 10602444.12667
10.97872 , 10602927.02319
10.97972 , 10603409.89772
10.98072 , 10603892.75027
10.98172 , 10604375.58082
10.98272 , 10604858.38940
10.98372 , 10605341.17599
10.98472 , 10605823.94061
10.98572 , 10606306.68325
10.98672 , 10606789.40392
10.98772 , 10607272.10263
10.98872 , 10607754.77937
10.98972 , 10608237.43414
10.99072 , 10608720.06696
10.99172 , 10609202.67782
10.99272 , 10609685.26673
10.99372 , 10610167.83369
10.99472 , 10610650.37871
10.99572 , 10611132.90178
10.99672 , 10611615.40290
10.99772 , 10612097.88209
10.99872 , 10612580.33935
10.99972 , 10613062.77467
11.00072 , 10613545.18807
11.00172 , 10614027.57954
11.00272 , 10614509.94908
11.00372 , 10614992.29671
11.00472 , 10615474.62242
11.00572 , 10615956.92621
11.00672 , 10616439.20809
11.00772 , 10616921.46807
11.00872 , 10617403.70614
11.00972 , 10617885.92231
11.01072 , 10618368.11658
11.01172 , 10618850.28895
11.01272 , 10619332.43943
11.01372 , 10619814.56802
11.01472 , 10620296.67472
11.01572 , 10620778.75954
11.01672 , 10621260.82248
11.01772 , 10621742.86354
11.01872 , 10622224.88272
11.01972 , 10622706.88003
11.02072 , 10623188.85548
11.02172 , 10623670.80905
11.02272 , 10624152.74077
11.02372 , 10624634.65062
11.02472 , 10625116.53861
11.02572 , 10625598.40476
11.02672 , 10626080.24904
11.02772 , 10626562.07149
11.02872 , 10627043.87208
11.02972 , 10627525.65083
11.03072 , 10628007.40775
11.03172 , 10628489.14282
11.03272 , 10628970.85607
11.03372 , 10629452.54748
11.03472 , 10629934.21707
11.03572 , 10630415.86483
11.03672 , 10630897.49076
11.03772 , 10631379.09488
11.03872 , 10631860.67719
11.03972 , 10632342.23768
11.04072 , 10632823.77636
11.04172 , 10633305.29324
11.04272 , 10633786.78831
11.04372 , 10634268.26158
11.04472 , 10634749.71305
11.04572 , 10635231.14272
11.04672 , 10635712.55061
11.04772 , 10636193.93670
11.04872 , 10636675.30101
11.04972 , 10637156.64354
11.05072 , 10637637.96428
11.05172 , 10638119.26325
11.05272 , 10638600.54044
11.05372 , 10639081.79587
11.05472 , 10639563.02952
11.05572 , 10640044.24141
11.05672 , 10640525.43153
11.05772 , 10641006.59990
11.05872 , 10641487.74651
11.05972 , 10641968.87137
11.06072 , 10642449.97447
11.06172 , 10642931.05583
11.06272 , 10643412.11544
11.06372 , 10643893.15331
11.06472 , 10644374.16944
11.06572 , 10644855.16384
11.06672 , 10645336.13650
11.06772 , 10645817.08744
11.06872 , 10646298.01664
11.06972 , 10646778.92412
11.07072 , 10647259.80988
11.07172 , 10647740.67392
11.07272 , 10648221.51625
11.07372 , 10648702.33686
11.07472 , 10649183.13577
11.07572 , 10649663.91297
11.07672 , 10650144.66846
11.07772 , 10650625.40225
11.07872 , 10651106.11435
11.07972 , 10651586.80475
11.08072 , 10652067.47346
11.08172 , 10652548.12048
11.08272 , 10653028.74581
11.08372 , 10653509.34947
11.08472 , 10653989.93144
11.08572 , 10654470.49173
11.08672 , 10654951.03035
11.08772 , 10655431.54730
11.08872 , 10655912.04258
11.08972 , 10656392.51619
11.09072 , 10656872.96814
11.09172 , 10657353.39844
11.09272 , 10657833.80707
11.09372 , 10658314.19405
11.09472 , 10658794.55938
11.09572 , 10659274.90307
11.09672 , 10659755.22510
11.09772 , 10660235.52550
11.09872 , 10660715.80426
11.09972 , 10661196.06138
11.10072 , 10661676.29687
11.10172 , 10662156.51072
11.10272 , 10662636.70295
11.10372 , 10663116.87356
11.10472 , 10663597.02254
11.10572 , 10664077.14991
11.10672 , 10664557.25565
11.10772 , 10665037.33979
11.10872 , 10665517.40232
11.10972 , 10665997.44324
11.11072 , 10666477.46255
11.11172 , 10666957.46027
11.11272 , 10667437.43638
11.11372 , 10667917.39090
11.11472 , 10668397.32383
11.11572 , 10668877.23517
11.11672 , 10669357.12492
11.11772 , 10669836.99309
11.11872 , 10670316.83968
11.11972 , 10670796.66469
11.12072 , 10671276.46812
11.12172 , 10671756.24999
11.12272 , 10672236.01028
11.12372 , 10672715.74901
11.12472 , 10673195.46617
11.12572 , 10673675.16178
11.12672 , 10674154.83582
11.12772 , 10674634.48832
11.12872 , 10675114.11926
11.12972 , 10675593.72865
11.13072 , 10676073.31649
11.13172 , 10676552.88280
11.13272 , 10677032.42756
11.13372 , 10677511.95078
11.13472 , 10677991.45248
11.13572 , 10678470.93264
11.13672 , 10678950.39127
11.13772 , 10679429.82837
11.13872 , 10679909.24396
11.13972 , 10680388.63802
11.14072 , 10680868.01057
11.14172 , 10681347.36160
11.14272 , 10681826.69112
11.14372 , 10682305.99913
11.14472 , 10682785.28564
11.14572 , 10683264.55065
11.14672 , 10683743.79415
11.14772 , 10684223.01616
11.14872 , 10684702.21668
11.14972 , 10685181.39571
11.15072 , 10685660.55324
11.15172 , 10686139.68930
11.15272 , 10686618.80387
11.15372 , 10687097.89696
11.15472 , 10687576.96857
11.15572 , 10688056.01871
11.15672 , 10688535.04738
11.15772 , 10689014.05459
11.15872 , 10689493.04032
11.15972 , 10689972.00460
11.16072 , 10690450.94742
11.16172 , 10690929.86878
11.16272 , 10691408.76869
11.16372 , 10691887.64714
11.16472 , 10692366.50415
11.16572 , 10692845.33972
11.16672 , 10693324.15384
11.16772 , 10693802.94653
11.16872 , 10694281.71778
11.16972 , 10694760.46759
11.17072 , 10695239.19598
11.17172 , 10695717.90293
11.17272 , 10696196.58847
11.17372 , 10696675.25258
11.17472 , 10697153.89527
11.17572 , 10697632.51655
11.17672 , 10698111.11641
11.17772 , 10698589.69487
11.17872 , 10699068.25192
11.17972 , 10699546.78756
11.18072 , 10700025.30180
11.18172 , 10700503.79464
11.18272 , 10700982.26609
11.18372 , 10701460.71614
11.18472 , 10701939.14481
11.18572 , 10702417.55208
11.18672 , 10702895.93798
11.18772 , 10703374.30249
11.18872 , 10703852.64562
11.18972 , 10704330.96738
11.19072 , 10704809.26776
11.19172 , 10705287.54678
11.19272 , 10705765.80442
11.19372 , 10706244.04071
11.19472 , 10706722.25563
11.19572 , 10707200.44919
11.19672 , 10707678.62140
11.19772 , 10708156.77225
11.19872 , 10708634.90176
11.19972 , 10709113.00992
11.20072 , 10709591.09673
11.20172 , 10710069.16220
11.20272 , 10710547.20634
11.20372 , 10711025.22913
11.20472 , 10711503.23060
11.20572 , 10711981.21074
11.20672 , 10712459.16954
11.20772 , 10712937.10703
11.20872 , 10713415.02319
11.20972 , 10713892.91804
11.21072 , 10714370.79157
11.21172 , 10714848.64378
11.21272 , 10715326.47469
11.21372 , 10715804.28429
11.21472 , 10716282.07258
11.21572 , 10716759.83958
11.21672 , 10717237.58527
11.21772 , 10717715.30967
11.21872 , 10718193.01278
11.21972 , 10718670.69459
11.22072 , 10719148.35512
11.22172 , 10719625.99437
11.22272 , 10720103.61233
11.22372 , 10720581.20902
11.22472 , 10721058.78443
11.22572 , 10721536.33856
11.22672 , 10722013.87143
11.22772 , 10722491.38303
11.22872 , 10722968.87336
11.22972 , 10723446.34244
11.23072 , 10723923.79025
11.23172 , 10724401.21681
11.23272 , 10724878.62212
11.23372 , 10725356.00617
11.23472 , 10725833.36898
11.23572 , 10726310.71054
11.23672 , 10726788.03087
11.23772 , 10727265.32995
11.23872 , 10727742.60780
11.23972 , 10728219.86441
11.24072 , 10728697.09979
11.24172 , 10729174.31395
11.24272 , 10729651.50688
11.24372 , 10730128.67859
11.24472 , 10730605.82908
11.24572 , 10731082.95836
11.24672 , 10731560.06642
11.24772 , 10732037.15327
11.24872 , 10732514.21891
11.24972 , 10732991.26335
11.25072 , 10733468.28659
11.25172 , 10733945.28862
11.25272 , 10734422.26946
11.25372 , 10734899.22911
11.25472 , 10735376.16757
11.25572 , 10735853.08483
11.25672 , 10736329.98092
11.25772 , 10736806.85582
11.25872 , 10737283.70954
11.25972 , 10737760.54208
11.26072 , 10738237.35346
11.26172 , 10738714.14366
11.26272 , 10739190.91269
11.26372 , 10739667.66055
11.26472 , 10740144.38726
11.26572 , 10740621.09280
11.26672 , 10741097.77719
11.26772 , 10741574.44042
11.26872 , 10742051.08250
11.26972 , 10742527.70344
11.27072 , 10743004.30323
11.27172 , 10743480.88187
11.27272 , 10743957.43938
11.27372 , 10744433.97574
11.27472 , 10744910.49098
11.27572 , 10745386.98508
11.27672 , 10745863.45805
11.27772 , 10746339.90990
11.27872 , 10746816.34063
11.27972 , 10747292.75023
11.28072 , 10747769.13872
11.28172 , 10748245.50609
11.28272 , 10748721.85235
11.28372 , 10749198.17750
11.28472 , 10749674.48154
11.28572 , 10750150.76448
11.28672 , 10750627.02632
11.28772 , 10751103.26707
11.28872 , 10751579.48671
11.28972 , 10752055.68527
11.29072 , 10752531.86274
11.29172 , 10753008.01911
11.29272 , 10753484.15441
11.29372 , 10753960.26862
11.29472 , 10754436.36176
11.29572 , 10754912.43382
11.29672 , 10755388.48481
11.29772 , 10755864.51473
11.29872 , 10756340.52358
11.29972 , 10756816.51136
11.30072 , 10757292.47809
11.30172 , 10757768.42376
11.30272 , 10758244.34837
11.30372 , 10758720.25192
11.30472 , 10759196.13443
11.30572 , 10759671.99589
11.30672 , 10760147.83631
11.30772 , 10760623.65568
11.30872 , 10761099.45401
11.30972 , 10761575.23131
11.31072 , 10762050.98757
11.31172 , 10762526.72281
11.31272 , 10763002.43701
11.31372 , 10763478.13019
11.31472 , 10763953.80235
11.31572 , 10764429.45349
11.31672 , 10764905.08361
11.31772 , 10765380.69272
11.31872 , 10765856.28081
11.31972 , 10766331.84790
11.32072 , 10766807.39398
11.32172 , 10767282.91906
11.32272 , 10767758.42314
11.32372 , 10768233.90622
11.32472 , 10768709.36831
11.32572 , 10769184.80941
11.32672 , 10769660.22951
11.32772 , 10770135.62863
11.32872 , 10770611.00677
11.32972 , 10771086.36393
11.33072 , 10771561.70010
11.33172 , 10772037.01531
11.33272 , 10772512.30954
11.33372 , 10772987.58280
11.33472 , 10773462.83509
11.33572 , 10773938.06642
11.33672 , 10774413.27679
11.33772 , 10774888.46620
11.33872 , 10775363.63466
11.33972 , 10775838.78216
11.34072 , 10776313.90871
11.34172 , 10776789.01432
11.34272 , 10777264.09898
11.34372 , 10777739.16270
11.34472 , 10778214.20548
11.34572 , 10778689.22732
11.34672 , 10779164.22823
11.34772 , 10779639.20821
11.34872 , 10780114.16726
11.34972 , 10780589.10538
11.35072 , 10781064.02259
11.35172 , 10781538.91887
11.35272 , 10782013.79424
11.35372 , 10782488.64869
11.35472 , 10782963.48223
11.35572 , 10783438.29486
11.35672 , 10783913.08659
11.35772 , 10784387.85741
11.35872 , 10784862.60734
11.35972 , 10785337.33636
11.36072 , 10785812.04449
11.36172 , 10786286.73173
11.36272 , 10786761.39808
11.36372 , 10787236.04354
11.36472 , 10787710.66812
11.36572 , 10788185.27182
11.36672 , 10788659.85464
11.36772 , 10789134.41659
11.36872 , 10789608.95766
11.36972 , 10790083.47786
11.37072 , 10790557.97719
11.37172 , 10791032.45566
11.37272 , 10791506.91327
11.37372 , 10791981.35002
11.37472 , 10792455.76591
11.37572 , 10792930.16095
11.37672 , 10793404.53514
11.37772 , 10793878.88848
11.37872 , 10794353.22097
11.37972 , 10794827.53263
11.38072 , 10795301.82344
11.38172 , 10795776.09341
11.38272 , 10796250.34256
11.38372 , 10796724.57087
11.38472 , 10797198.77835
11.38572 , 10797672.96500
11.38672 , 10798147.13083
11.38772 , 10798621.27585
11.38872 , 10799095.40004
11.38972 , 10799569.50342
11.39072 , 10800043.58598
11.39172 , 10800517.64774
11.39272 , 10800991.68869
11.39372 , 10801465.70884
11.39472 , 10801939.70818
11.39572 , 10802413.68672
11.39672 , 10802887.64447
11.39772 , 10803361.58143
11.39872 , 10803835.49760
11.39972 , 10804309.39298
11.40072 , 10804783.26757
11.40172 , 10805257.12138
11.40272 , 10805730.95441
11.40372 , 10806204.76667
11.40472 , 10806678.55815
11.40572 , 10807152.32886
11.40672 , 10807626.07880
11.40772 , 10808099.80797
11.40872 , 10808573.51639
11.40972 , 10809047.20404
11.41072 , 10809520.87093
11.41172 , 10809994.51707
11.41272 , 10810468.14246
11.41372 , 10810941.74710
11.41472 , 10811415.33099
11.41572 , 10811888.89414
11.41672 , 10812362.43654
11.41772 , 10812835.95821
11.41872 , 10813309.45914
11.41972 , 10813782.93934
11.42072 , 10814256.39881
11.42172 , 10814729.83755
11.42272 , 10815203.25556
11.42372 , 10815676.65286
11.42472 , 10816150.02943
11.42572 , 10816623.38529
11.42672 , 10817096.72043
11.42772 , 10817570.03486
11.42872 , 10818043.32858
11.42972 , 10818516.60160
11.43072 , 10818989.85392
11.43172 , 10819463.08553
11.43272 , 10819936.29645
11.43372 , 10820409.48667
11.43472 , 10820882.65619
11.43572 , 10821355.80503
11.43672 , 10821828.93319
11.43772 , 10822302.04065
11.43872 , 10822775.12744
11.43972 , 10823248.19355
11.44072 , 10823721.23898
11.44172 , 10824194.26374
11.44272 , 10824667.26783
11.44372 , 10825140.25125
11.44472 , 10825613.21400
11.44572 , 10826086.15609
11.44672 , 10826559.07753
11.44772 , 10827031.97830
11.44872 , 10827504.85842
11.44972 , 10827977.71789
11.45072 , 10828450.55671
11.45172 , 10828923.37489
11.45272 , 10829396.17242
11.45372 , 10829868.94931
11.45472 , 10830341.70556
11.45572 , 10830814.44117
11.45672 , 10831287.15616
11.45772 , 10831759.85051
11.45872 , 10832232.52424
11.45972 , 10832705.17734
11.46072 , 10833177.80982
11.46172 , 10833650.42168
11.46272 , 10834123.01292
11.46372 , 10834595.58355
11.46472 , 10835068.13357
11.46572 , 10835540.66298
11.46672 , 10836013.17179
11.46772 , 10836485.65999
11.46872 , 10836958.12759
11.46972 , 10837430.57459
11.47072 , 10837903.00100
11.47172 , 10838375.40682
11.47272 , 10838847.79205
11.47372 , 10839320.15669
11.47472 , 10839792.50074
11.47572 , 10840264.82422
11.47672 , 10840737.12711
11.47772 , 10841209.40943
11.47872 , 10841681.67118
11.47972 , 10842153.91235
11.48072 , 10842626.13296
11.48172 , 10843098.33300
11.48272 , 10843570.51248
11.48372 , 10844042.67140
11.48472 , 10844514.80976
11.48572 , 10844986.92757
11.48672 , 10845459.02482
11.48772 , 10845931.10153
11.48872 , 10846403.15769
11.48972 , 10846875.19331
11.49072 , 10847347.20838
11.49172 , 10847819.20292
11.49272 , 10848291.17692
11.49372 , 10848763.13038
11.49472 , 10849235.06332
11.49572 , 10849706.97573
11.49672 , 10850178.86761
11.49772 , 10850650.73897
11.49872 , 10851122.58981
11.49972 , 10851594.42014
11.50072 , 10852066.22995
11.50172 , 10852538.01924
11.50272 , 10853009.78803
11.50372 , 10853481.53632
11.50472 , 10853953.26409
11.50572 , 10854424.97137
11.50672 , 10854896.65815
11.50772 , 10855368.32443
11.50872 , 10855839.97023
11.50972 , 10856311.59553
11.51072 , 10856783.20034
11.51172 , 10857254.78467
11.51272 , 10857726.34851
11.51372 , 10858197.89188
11.51472 , 10858669.41476
11.51572 , 10859140.91718
11.51672 , 10859612.39912
11.51772 , 10860083.86059
11.51872 , 10860555.30160
11.51972 , 10861026.72214
11.52072 , 10861498.12223
11.52172 , 10861969.50185
11.52272 , 10862440.86102
11.52372 , 10862912.19973
11.52472 , 10863383.51800
11.52572 , 10863854.81582
11.52672 , 10864326.09319
11.52772 , 10864797.35012
11.52872 , 10865268.58661
11.52972 , 10865739.80266
11.53072 , 10866210.99828
11.53172 , 10866682.17347
11.53272 , 10867153.32822
11.53372 , 10867624.46256
11.53472 , 10868095.57646
11.53572 , 10868566.66995
11.53672 , 10869037.74302
11.53772 , 10869508.79567
11.53872 , 10869979.82791
11.53972 , 10870450.83974
11.54072 , 10870921.83116
11.54172 , 10871392.80217
11.54272 , 10871863.75279
11.54372 , 10872334.68300
11.54472 , 10872805.59281
11.54572 , 10873276.48224
11.54672 , 10873747.35126
11.54772 , 10874218.19990
11.54872 , 10874689.02816
11.54972 , 10875159.83603
11.55072 , 10875630.62352
11.55172 , 10876101.39062
11.55272 , 10876572.13736
11.55372 , 10877042.86372
11.55472 , 10877513.56971
11.55572 , 10877984.25533
11.55672 , 10878454.92058
11.55772 , 10878925.56547
11.55872 , 10879396.19001
11.55972 , 10879866.79418
11.56072 , 10880337.37800
11.56172 , 10880807.94147
11.56272 , 10881278.48459
11.56372 , 10881749.00736
11.56472 , 10882219.50978
11.56572 , 10882689.99187
11.56672 , 10883160.45362
11.56772 , 10883630.89502
11.56872 , 10884101.31610
11.56972 , 10884571.71684
11.57072 , 10885042.09726
11.57172 , 10885512.45735
11.57272 , 10885982.79712
11.57372 , 10886453.11656
11.57472 , 10886923.41569
11.57572 , 10887393.69450
11.57672 , 10887863.95300
11.57772 , 10888334.19119
11.57872 , 10888804.40908
11.57972 , 10889274.60665
11.58072 , 10889744.78393
11.58172 , 10890214.94091
11.58272 , 10890685.07759
11.58372 , 10891155.19397
11.58472 , 10891625.29006
11.58572 , 10892095.36587
11.58672 , 10892565.42138
11.58772 , 10893035.45662
11.58872 , 10893505.47157
11.58972 , 10893975.46624
11.59072 , 10894445.44064
11.59172 , 10894915.39477
11.59272 , 10895385.32862
11.59372 , 10895855.24221
11.59472 , 10896325.13553
11.59572 , 10896795.00859
11.59672 , 10897264.86138
11.59772 , 10897734.69392
11.59872 , 10898204.50621
11.59972 , 10898674.29824
11.60072 , 10899144.07002
11.60172 , 10899613.82156
11.60272 , 10900083.55285
11.60372 , 10900553.26390
11.60472 , 10901022.95471
11.60572 , 10901492.62528
11.60672 , 10901962.27562
11.60772 , 10902431.90573
11.60872 , 10902901.51561
11.60972 , 10903371.10527
11.61072 , 10903840.67470
11.61172 , 10904310.22390
11.61272 , 10904779.75289
11.61372 , 10905249.26167
11.61472 , 10905718.75023
11.61572 , 10906188.21858
11.61672 , 10906657.66673
11.61772 , 10907127.09466
11.61872 , 10907596.50240
11.61972 , 10908065.88993
11.62072 , 10908535.25727
11.62172 , 10909004.60441
11.62272 , 10909473.93137
11.62372 , 10909943.23813
11.62472 , 10910412.52470
11.62572 , 10910881.79109
11.62672 , 10911351.03730
11.62772 , 10911820.26333
11.62872 , 10912289.46918
11.62972 , 10912758.65486
11.63072 , 10913227.82036
11.63172 , 10913696.96570
11.63272 , 10914166.09087
11.63372 , 10914635.19588
11.63472 , 10915104.28073
11.63572 , 10915573.34542
11.63672 , 10916042.38995
11.63772 , 10916511.41433
11.63872 , 10916980.41856
11.63972 , 10917449.40264
11.64072 , 10917918.36657
11.64172 , 10918387.31036
11.64272 , 10918856.23402
11.64372 , 10919325.13753
11.64472 , 10919794.02091
11.64572 , 10920262.88416
11.64672 , 10920731.72728
11.64772 , 10921200.55027
11.64872 , 10921669.35313
11.64972 , 10922138.13588
11.65072 , 10922606.89850
11.65172 , 10923075.64101
11.65272 , 10923544.36340
11.65372 , 10924013.06568
11.65472 , 10924481.74785
11.65572 , 10924950.40992
11.65672 , 10925419.05188
11.65772 , 10925887.67374
11.65872 , 10926356.27550
11.65972 , 10926824.85716
11.66072 , 10927293.41874
11.66172 , 10927761.96022
11.66272 , 10928230.48161
11.66372 , 10928698.98291
11.66472 , 10929167.46414
11.66572 , 10929635.92528
11.66672 , 10930104.36634
11.66772 , 10930572.78733
11.66872 , 10931041.18825
11.66972 , 10931509.56909
11.67072 , 10931977.92987
11.67172 , 10932446.27058
11.67272 , 10932914.59123
11.67372 , 10933382.89182
11.67472 , 10933851.17235
11.67572 , 10934319.43283
11.67672 , 10934787.67325
11.67772 , 10935255.89363
11.67872 , 10935724.09396
11.67972 , 10936192.27424
11.68072 , 10936660.43448
11.68172 , 10937128.57468
11.68272 , 10937596.69485
11.68372 , 10938064.79498
11.68472 , 10938532.87508
11.68572 , 10939000.93515
11.68672 , 10939468.97519
11.68772 , 10939936.99521
11.68872 , 10940404.99521
11.68972 , 10940872.97519
11.69072 , 10941340.93515
11.69172 , 10941808.87510
11.69272 , 10942276.79503
11.69372 , 10942744.69496
11.69472 , 10943212.57489
11.69572 , 10943680.43481
11.69672 , 10944148.27472
11.69772 , 10944616.09464
11.69872 , 10945083.89457
11.69972 , 10945551.67450
11.70072 , 10946019.43444
11.70172 , 10946487.17439
11.70272 , 10946954.89436
11.70372 , 10947422.59434
11.70472 , 10947890.27435
11.70572 , 10948357.93437
11.70672 , 10948825.57442
11.70772 , 10949293.19450
11.70872 , 10949760.79461
11.70972 , 10950228.37475
11.71072 , 10950695.93492
11.71172 , 10951163.47514
11.71272 , 10951630.99539
11.71372 , 10952098.49568
11.71472 , 10952565.97602
11.71572 , 10953033.43641
11.71672 , 10953500.87685
11.71772 , 10953968.29734
11.71872 , 10954435.69789
11.71972 , 10954903.07849
11.72072 , 10955370.43916
11.72172 , 10955837.77988
11.72272 , 10956305.10068
11.72372 , 10956772.40154
11.72472 , 10957239.68247
11.72572 , 10957706.94348
11.72672 , 10958174.18456
11.72772 , 10958641.40572
11.72872 , 10959108.60696
11.72972 , 10959575.78828
11.73072 , 10960042.94969
11.73172 , 10960510.09119
11.73272 , 10960977.21278
11.73372 , 10961444.31447
11.73472 , 10961911.39625
11.73572 , 10962378.45812
11.73672 , 10962845.50010
11.73772 , 10963312.52219
11.73872 , 10963779.52438
11.73972 , 10964246.50668
11.74072 , 10964713.46909
11.74172 , 10965180.41161
11.74272 , 10965647.33425
11.74372 , 10966114.23701
11.74472 , 10966581.11989
11.74572 , 10967047.98290
11.74672 , 10967514.82603
11.74772 , 10967981.64929
11.74872 , 10968448.45268
11.74972 , 10968915.23621
11.75072 , 10969381.99987
11.75172 , 10969848.74368
11.75272 , 10970315.46762
11.75372 , 10970782.17171
11.75472 , 10971248.85595
11.75572 , 10971715.52033
11.75672 , 10972182.16487
11.75772 , 10972648.78956
11.75872 , 10973115.39441
11.75972 , 10973581.97942
11.76072 , 10974048.54460
11.76172 , 10974515.08993
11.76272 , 10974981.61544
11.76372 , 10975448.12111
11.76472 , 10975914.60695
11.76572 , 10976381.07297
11.76672 , 10976847.51917
11.76772 , 10977313.94555
11.76872 , 10977780.35211
11.76972 , 10978246.73885
11.77072 , 10978713.10579
11.77172 , 10979179.45291
11.77272 , 10979645.78022
11.77372 , 10980112.08773
11.77472 , 10980578.37544
11.77572 , 10981044.64335
11.77672 , 10981510.89145
11.77772 , 10981977.11977
11.77872 , 10982443.32829
11.77972 , 10982909.51702
11.78072 , 10983375.68597
11.78172 , 10983841.83513
11.78272 , 10984307.96451
11.78372 , 10984774.07411
11.78472 , 10985240.16393
11.78572 , 10985706.23397
11.78672 , 10986172.28425
11.78772 , 10986638.31475
11.78872 , 10987104.32549
11.78972 , 10987570.31646
11.79072 , 10988036.28767
11.79172 , 10988502.23912
11.79272 , 10988968.17081
11.79372 , 10989434.08275
11.79472 , 10989899.97494
11.79572 , 10990365.84737
11.79672 , 10990831.70006
11.79772 , 10991297.53301
11.79872 , 10991763.34621
11.79972 , 10992229.13968
11.80072 , 10992694.91340
11.80172 , 10993160.66739
11.80272 , 10993626.40165
11.80372 , 10994092.11618
11.80472 , 10994557.81099
11.80572 , 10995023.48607
11.80672 , 10995489.14142
11.80772 , 10995954.77706
11.80872 , 10996420.39298
11.80972 , 10996885.98919
11.81072 , 10997351.56568
11.81172 , 10997817.12246
11.81272 , 10998282.65954
11.81372 , 10998748.17691
11.81472 , 10999213.67458
11.81572 , 10999679.15255
11.81672 , 11000144.61083
11.81772 , 11000610.04941
11.81872 , 11001075.46830
11.81972 , 11001540.86749
11.82072 , 11002006.24701
11.82172 , 11002471.60683
11.82272 , 11002936.94698
11.82372 , 11003402.26744
11.82472 , 11003867.56823
11.82572 , 11004332.84934
11.82672 , 11004798.11079
11.82772 , 11005263.35256
11.82872 , 11005728.57466
11.82972 , 11006193.77710
11.83072 , 11006658.95988
11.83172 , 11007124.12300
11.83272 , 11007589.26646
11.83372 , 11008054.39027
11.83472 , 11008519.49443
11.83572 , 11008984.57893
11.83672 , 11009449.64379
11.83772 , 11009914.68900
11.83872 , 11010379.71458
11.83972 , 11010844.72051
11.84072 , 11011309.70680
11.84172 , 11011774.67346
11.84272 , 11012239.62049
11.84372 , 11012704.54789
11.84472 , 11013169.45566
11.84572 , 11013634.34381
11.84672 , 11014099.21233
11.84772 , 11014564.06124
11.84872 , 11015028.89053
11.84972 , 11015493.70020
11.85072 , 11015958.49026
11.85172 , 11016423.26071
11.85272 , 11016888.01155
11.85372 , 11017352.74279
11.85472 , 11017817.45443
11.85572 , 11018282.14647
11.85672 , 11018746.81891
11.85772 , 11019211.47175
11.85872 , 11019676.10500
11.85972 , 11020140.71866
11.86072 , 11020605.31274
11.86172 , 11021069.88723
11.86272 , 11021534.44213
11.86372 , 11021998.97746
11.86472 , 11022463.49321
11.86572 , 11022927.98938
11.86672 , 11023392.46599
11.86772 , 11023856.92302
11.86872 , 11024321.36048
11.86972 , 11024785.77838
11.87072 , 11025250.17671
11.87172 , 11025714.55549
11.87272 , 11026178.91471
11.87372 , 11026643.25437
11.87472 , 11027107.57448
11.87572 , 11027571.87504
11.87672 , 11028036.15605
11.87772 , 11028500.41752
11.87872 , 11028964.65944
11.87972 , 11029428.88182
11.88072 , 11029893.08466
11.88172 , 11030357.26797
11.88272 , 11030821.43175
11.88372 , 11031285.57599
11.88472 , 11031749.70071
11.88572 , 11032213.80590
11.88672 , 11032677.89157
11.88772 , 11033141.95772
11.88872 , 11033606.00435
11.88972 , 11034070.03146
11.89072 , 11034534.03906
11.89172 , 11034998.02715
11.89272 , 11035461.99573
11.89372 , 11035925.94480
11.89472 , 11036389.87437
11.89572 , 11036853.78444
11.89672 , 11037317.67501
